Date,Open,High,Low,Close,Adj Close,Volume
2024-01-23,3140.000000,3200.000000,3130.000000,3180.000000,3180.000000,17207800
2024-01-24,3180.000000,3220.000000,3150.000000,3200.000000,3200.000000,8517800
2024-01-25,3190.000000,3200.000000,3150.000000,3160.000000,3160.000000,11169800
2024-01-26,3160.000000,3170.000000,3130.000000,3160.000000,3160.000000,5350200
2024-01-29,3160.000000,3160.000000,3070.000000,3080.000000,3080.000000,13848500
2024-01-30,3080.000000,3130.000000,3010.000000,3130.000000,3130.000000,26092800
2024-01-31,3130.000000,3150.000000,3100.000000,3100.000000,3100.000000,18463900
2024-02-01,3100.000000,3130.000000,3090.000000,3100.000000,3100.000000,12723500
2024-02-02,3100.000000,3200.000000,3100.000000,3170.000000,3170.000000,18042600
2024-02-05,3190.000000,3240.000000,3180.000000,3200.000000,3200.000000,16177900
2024-02-06,3220.000000,3270.000000,3170.000000,3250.000000,3250.000000,14521500
2024-02-07,3250.000000,3280.000000,3240.000000,3270.000000,3270.000000,12311500
2024-02-12,3170.000000,3170.000000,2920.000000,2920.000000,2920.000000,82247100
2024-02-13,2920.000000,2930.000000,2800.000000,2800.000000,2800.000000,56546400
2024-02-15,2860.000000,2940.000000,2830.000000,2930.000000,2930.000000,37986300
2024-02-16,2930.000000,2940.000000,2830.000000,2830.000000,2830.000000,22773700
2024-02-19,2830.000000,2870.000000,2800.000000,2800.000000,2800.000000,19247100
2024-02-20,2800.000000,2820.000000,2760.000000,2760.000000,2760.000000,25789800
2024-02-21,2760.000000,2760.000000,2650.000000,2690.000000,2690.000000,42514700
2024-02-22,2690.000000,2740.000000,2690.000000,2720.000000,2720.000000,14447400
2024-02-23,2730.000000,2740.000000,2660.000000,2690.000000,2690.000000,14969800
2024-02-26,2690.000000,2690.000000,2590.000000,2590.000000,2590.000000,30113500
2024-02-27,2590.000000,2640.000000,2570.000000,2620.000000,2620.000000,23069800
2024-02-28,2620.000000,2720.000000,2610.000000,2700.000000,2700.000000,23977800
2024-02-29,2710.000000,2730.000000,2640.000000,2730.000000,2730.000000,33006500
2024-03-01,2710.000000,2730.000000,2660.000000,2730.000000,2730.000000,13019300
2024-03-04,2730.000000,2740.000000,2660.000000,2670.000000,2670.000000,9755100
2024-03-05,2670.000000,2690.000000,2640.000000,2670.000000,2670.000000,9041900
2024-03-06,2680.000000,2720.000000,2670.000000,2690.000000,2690.000000,8404900
2024-03-07,2700.000000,2730.000000,2680.000000,2730.000000,2730.000000,18964900
2024-03-08,2730.000000,2740.000000,2660.000000,2660.000000,2660.000000,9291000
2024-03-13,2720.000000,2720.000000,2660.000000,2720.000000,2720.000000,18542100
2024-03-14,2720.000000,2720.000000,2660.000000,2690.000000,2690.000000,23624800
2024-03-15,2660.000000,2690.000000,2620.000000,2640.000000,2640.000000,31980100
2024-03-18,2640.000000,2800.000000,2640.000000,2770.000000,2770.000000,31870900
2024-03-19,2780.000000,2790.000000,2740.000000,2740.000000,2740.000000,7212400
2024-03-20,2760.000000,2820.000000,2740.000000,2760.000000,2760.000000,20534200
2024-03-21,2760.000000,2780.000000,2720.000000,2720.000000,2720.000000,10191700
2024-03-22,2720.000000,2750.000000,2670.000000,2720.000000,2720.000000,12568600
2024-03-25,2760.000000,2760.000000,2690.000000,2760.000000,2760.000000,9638300
2024-03-26,2770.000000,2770.000000,2730.000000,2770.000000,2770.000000,12137600
2024-03-27,2730.000000,2770.000000,2720.000000,2730.000000,2730.000000,8171400
2024-03-28,2730.000000,2740.000000,2650.000000,2700.000000,2700.000000,22405000
2024-04-01,2700.000000,2730.000000,2630.000000,2730.000000,2730.000000,10886900
2024-04-02,2720.000000,2740.000000,2700.000000,2740.000000,2740.000000,7454900
2024-04-03,2740.000000,2740.000000,2670.000000,2690.000000,2690.000000,10531600
2024-04-04,2690.000000,2790.000000,2690.000000,2710.000000,2710.000000,15061600
2024-04-05,2710.000000,2730.000000,2680.000000,2680.000000,2680.000000,4694500
2024-04-16,2600.000000,2630.000000,2540.000000,2540.000000,2540.000000,20692600
2024-04-17,2540.000000,2550.000000,2370.000000,2370.000000,2370.000000,35911000
2024-04-18,2370.000000,2430.000000,2370.000000,2390.000000,2390.000000,13303400
2024-04-19,2380.000000,2440.000000,2330.000000,2380.000000,2380.000000,13199200
2024-04-22,2400.000000,2430.000000,2370.000000,2410.000000,2410.000000,6973300
2024-04-23,2420.000000,2430.000000,2330.000000,2330.000000,2330.000000,13225400
2024-04-24,2350.000000,2420.000000,2350.000000,2390.000000,2390.000000,14639700
2024-04-25,2500.000000,2690.000000,2500.000000,2640.000000,2640.000000,49635500
2024-04-26,2650.000000,2750.000000,2590.000000,2590.000000,2590.000000,31837700
2024-04-29,2600.000000,2610.000000,2480.000000,2590.000000,2590.000000,20630300
2024-04-30,2590.000000,2670.000000,2560.000000,2620.000000,2620.000000,21069900
2024-05-02,2620.000000,2640.000000,2570.000000,2640.000000,2640.000000,12789700
2024-05-03,2640.000000,2650.000000,2570.000000,2600.000000,2600.000000,12159100
2024-05-06,2650.000000,2650.000000,2570.000000,2600.000000,2600.000000,4220900
2024-05-07,2600.000000,2600.000000,2530.000000,2540.000000,2540.000000,8625300
2024-05-08,2540.000000,2580.000000,2530.000000,2560.000000,2560.000000,11512500
2024-05-13,2560.000000,2690.000000,2560.000000,2650.000000,2650.000000,23948700
2024-05-14,2670.000000,2710.000000,2640.000000,2700.000000,2700.000000,10089800
2024-05-15,2700.000000,2710.000000,2650.000000,2680.000000,2680.000000,7512400
2024-05-16,2680.000000,2700.000000,2660.000000,2700.000000,2700.000000,8083900
2024-05-17,2700.000000,2750.000000,2700.000000,2710.000000,2710.000000,9948800
2024-05-20,2710.000000,2750.000000,2680.000000,2700.000000,2700.000000,6973900
2024-05-21,2710.000000,2910.000000,2700.000000,2910.000000,2910.000000,44624100
2024-05-22,2910.000000,3090.000000,2870.000000,3060.000000,3060.000000,50452500
2024-05-27,3090.000000,3270.000000,3090.000000,3260.000000,3260.000000,54566200
2024-05-28,3290.000000,3390.000000,3160.000000,3280.000000,3280.000000,29382200
2024-05-29,3280.000000,3280.000000,2970.000000,3010.000000,3010.000000,28321900
2024-05-30,3000.000000,3190.000000,2970.000000,3110.000000,3110.000000,32045000
2024-05-31,3160.000000,3230.000000,3120.000000,3120.000000,3120.000000,93435800
2024-06-03,3150.000000,3190.000000,3070.000000,3080.000000,3080.000000,16632800
2024-06-04,3080.000000,3200.000000,3070.000000,3130.000000,3130.000000,20118800
2024-06-05,3140.000000,3160.000000,3060.000000,3070.000000,3070.000000,15373900
2024-06-06,3080.000000,3170.000000,3070.000000,3080.000000,3080.000000,9097200
2024-06-07,3080.000000,3100.000000,3010.000000,3010.000000,3010.000000,18546500
2024-06-10,3010.000000,3160.000000,3010.000000,3070.000000,3070.000000,16337700
2024-06-11,3090.000000,3120.000000,3050.000000,3060.000000,3060.000000,9309500
2024-06-12,3060.000000,3120.000000,3020.000000,3060.000000,3060.000000,9454500
2024-06-13,3060.000000,3120.000000,3060.000000,3060.000000,3060.000000,11469600
2024-06-14,3090.000000,3210.000000,3070.000000,3200.000000,3200.000000,31693600
2024-06-19,3200.000000,3200.000000,3060.000000,3070.000000,3070.000000,26712400
2024-06-20,3090.000000,3100.000000,2950.000000,3040.000000,3040.000000,15901600
2024-06-21,3040.000000,3100.000000,2990.000000,2990.000000,2990.000000,31954300
2024-06-24,3010.000000,3060.000000,3010.000000,3010.000000,3010.000000,11463100
2024-06-25,3010.000000,3030.000000,3000.000000,3000.000000,3000.000000,3581100
